Dataset,Id,Context,Comment,Target
Davidson,7912,,갑자기 앞유리창에 떨어지는 새똥에 무례한건 나뿐인가:(ewww#annoying,0
Davidson,7913,,1st 48의 심문실에서 우는 dem niccas에게 내가 잘못 웃었습니까?,1
Davidson,7914,,암 게토 http://t.co/kgu2SePIQZ,0
Davidson,7915,,새와 비행기가 내 동료가 될 만큼 높이,0
Davidson,7916,,"흑인 여성, 특히 빵가루 입힌 아프리카 계집년들이 std와 똥을 가지고 있는 것을 참을 수 없어 미안합니다. 저는 백인 소녀를 선호합니다.",1
Davidson,7917,,구역 지정을 하고 있는데 내가 홀린 것 같다는 징조입니다. 로마인처럼 300마리를 유지하고 트로이 목마와 함께 300마리의 암캐를 내가 가장 오랫동안 위협했습니다.,1
Davidson,7918,,"Amanda Bynes는 미쳤어, 너네가 뭐라고 부르고 싶은지.",1
Davidson,7919,,Amanda is a bitch omg I will beat her ass lol,1
Davidson,7920,,놀라운. 당신은 그들이 깃털의 새에 대해 말하는 것을 알고 있습니다 http://t.co/mefmPB3aW5,0
Davidson,7921,,"Amber Rose는 ""친구들과만 어울리는"" 나쁜 년 중 하나입니다.",1
Davidson,7922,,"Amber는 100만 달러를 원합니다... Wiz는 마치... 좋아 개년아, 나는 그걸 차 2대에 쓴다..",1
Davidson,7923,,"아멘!!!!! ""@WomenLoveBrickz: 당신의 여자친구가 그 년을 좋아하지 않는다면, 당신은 그 년에게 말을 하지 마세요.""",1
Davidson,7924,,미국은 백인 쓰레기이고 미국인들도 마찬가지입니다.,1
Davidson,7925,,미국 문화는 변기 옆에 붙어 있습니다. 유럽의 그래피티 작가들은 저급한 쓰레기 섹스 농담 없이 더 나은 예술을 만들 수 있습니다.,0
Davidson,7926,,"Amina 엉덩이... Peter 넌 그냥 빌어먹을 년이야, 난 그녀의 목소리가 싫어",1
Davidson,7927,,아모 멈춤 http://t.co/h8UQDrjeCb,0
Davidson,7929,,멋진 금요일. 더 이상 주말 전 뉴스 덤프의 날이 아닙니다. 동료 퀴어의 발전을 축하하는 또 다른 주말!,1
Davidson,7930,,당신이 괭이가 아니라면 내 함정에서 일어나 hooooousssee!!!!,1
Davidson,7931,,"Anacortes bucks는 흑인 년처럼 돈을 벌지, dwammm",1
Davidson,7932,,그리고 난 쓰레기 새끼랑 하는 걸로 유명하지 않아.,1
Davidson,7933,,"그리고 청소 후 핥고, 제방처럼 보지를 먹지만 악마처럼 섹스 &#128545;&#128166;",1
Davidson,7934,,그리고 나는 트위터에서 이 두 년들에게 아주 나쁜 말을 하고 싶다 eh..,1
Davidson,7935,,그리고 난 그래 개년 같았어,1
Davidson,7936,,"그리고 난 분명히 도시에서 비트를 만드는 데 탑 3이지만, 너희들은 트랩 비트를 좋아해서 아마 인정하지 않을 거야",1
Davidson,7937,,그리고 나는 $50 정도 나간다 .. 이 년들이 나를 포주하고 있다 &#128514;,1
Davidson,7938,,그리고 난 계속 내 얼굴을 보고 있어,1
Davidson,7939,,그리고 나는 충분했다. Unfollowing dat 나귀 계집,1
Davidson,7940,,그리고 괭이는 상관없이 괭이가 될거야,1
Davidson,7941,,그리고 개년아 난 펑키한 엉덩이랑 논쟁할 생각도 없어.,1
Davidson,7942,,그리고 YALL로 말해서.... 누가 tunchi라고 말하고 뒤돌아서면 내 nigga dog niggas nd bitches가 아닙니다 &#128175;,1
Davidson,7943,,그리고 젠장!! AT @Pr3ttyN33: 백그라운드에서 보드카 소리가 들린다는 것을 알고 있습니다 &#127908;,1
Davidson,7944,,그리고 dis nicca는 여전히 랩을 하고 있어,1
Davidson,7945,,그리고 dis 똥은 새 2를위한 것입니다 http://t.co/o1pKDhYAX9,1
Davidson,7946,,그리고 빌어먹을 경적을 울리는 내 mf 집에 오지 마십시오. 차에서 내리고 내 종을 울리십시오.,1
Davidson,7947,,"그리고 하늘이 무너져도, 이년은 여전히 ​​높다. 나는 내 대마초에 대한 믿음을 가졌어",1
Davidson,7948,,"그리고 gabby는 계속 웃으면서 걸어가는데, 난 진짜 개새끼 같다 &#128548; , 그녀가 내 주위에 떨어지면 나는 내 차에 타고 그녀를 거기에두고",1
Davidson,7949,,그리고 나 자신을 충성스럽고 100% 있는 나쁜 년으로 삼지,1
Davidson,7950,,그리고 그 여자를 쓰러뜨릴 수 있는 새로운 방법을 생각하고 있습니다.,1
Davidson,7951,,"그리고 여자애 그 여자는 나에게 똥이 아니야, 자기야 롤업하고 흥분해",1
Davidson,7952,,그리고 하년은 가끔 내 대마초를 분해해,1
Davidson,7953,,"그리고 여기 빨간 모퉁이 @John_Mayer_69에 145lbs 무게의 음부 파괴 세계 챔피언, Adam nobodyknowshisrace smith",1
Davidson,7954,,"그리고 솔직히 나는 사회적 괭이입니다. 나는 누구와도 이야기할 것이다. 나는 그 어디에도 젠장, 빨고, 덫을 놓는다는 말을 하지 않았다.",1
Davidson,7955,,그리고 난 neva가 나쁜 놈에 대해 얘기하지 않았어!,1
Davidson,7956,,"그리고 난 나쁜 놈처럼 보이기 싫어서 한 번 더 쳤어, 이제 기분이 들뜬 것 같아",1
Davidson,7957,,그리고 만약 당신이 ho가 아니라면 GET UP OUT MY TRAP HOUSE!,1
Davidson,7958,,그리고 당신이 울어줄 어깨가 필요하다면 거기에 있지 않겠습니다.,1
Davidson,7959,,그리고 나는 더운 여름날 미니 밴에 갇힌 4명의 뚱뚱한 년에 대한 꿈을 꿉니다.,1
Davidson,7960,,그리고 아무 이유 없이 계속 AF가 늦어지는 것은 항상 검은 년들입니다. 12 & $1 샷까지 무료로 여성을 거부 할 수 없었습니다.,1
Davidson,7961,,그리고 그것은 빈민가 바보가 될 것입니다 :/,0
Davidson,7962,,그리고 나처럼 그 여자가로드되었습니다.,1
Davidson,7963,,그리고 꼬맹이 엉덩이 @_TriggaPlease_,1
Davidson,7964,,그리고 미친년들은 Beavis에게 물어봐도 돼,1
Davidson,7965,,그리고 내 여자는 폭발할거야 그리고 그녀는 엉덩이를 가졌어... http://t.co/yzJVcu77nF,1
Davidson,7966,,그리고 나의 엄마는 정말로 나에게 차를 받고 있었다. smh 괭이 f u 용 dat,1
Davidson,7967,,그리고 niccas는 Pay-Per-View에 대해 20달러를 지불했다면 38 HOT입니다.,1
Davidson,7968,,그리고 지금 지하디들은 바그다드의 사드르 시에서 발생한 대규모 폭탄 테러에 대해 자랑하고 있습니다. #이라크 #공습,0
Davidson,7969,,그리고 이제 lookin ass niggas와 lookin ass bitches는 2014년의 조건이 될 것입니다. 모든 빌어먹을 방식으로 남용되고 학대될 것입니다,1
Davidson,7970,,그리고 물론 라디오의 일부 악랄한 #티버거는 #biggovernment에서 19명의 죽은 AZ 소방관을 비난하고 있습니다. 어이 베이. #tcot #p2 #티파티,0
Davidson,7971,,그리고 기억하십시오 --- 항상 당신이 태어난 사람이 되십시오. 그 메시지에서 무언가를 취하기 위해 퀴어일 필요는 없습니다. #내셔널커밍아웃데이,1
Davidson,7972,,그리고 난 지노 말리니까 내 여자는 일본에서 막 날아왔어,1
Davidson,7973,,그리고 내 반 친구가 버스에서 말 그대로 내 맞은편에 앉아 있어서 아빠랑 년이라고 부를 수도 없어,1
Davidson,7974,,그리고 유태인 @Deuterostomes가 내 트윗을 즐겨찾기에 추가했습니다. ㅋㅋㅋ. 더 이상 이 쓰레기를 처리할 시간이 없습니다.,1
Davidson,7975,,그리고 그 새끼 겁쟁이 ... 낙타 &#128514;,1
Davidson,7976,,그리고 이 년들은 보기보다 좋지 않아..내 자신의 조언을 들어야겠어.,1
Davidson,7977,,그리고 그 반대의 경우도 마찬가지입니다 RT @_Kimchanel_: 9/10 그는 괭이를 가지고 있습니다,1
Davidson,7978,,그리고 계집애였나?,1
Davidson,7979,,그리고 내가 DOH DOH DOH DOH라고 하면 개년아 Kdot,1
Davidson,7980,,"그리고 여자들이 ""나와 그 사람이 세상에 맞서는 것!""이라고 말할 때 개년아 아무도 너네가 함께 있다는 걸 몰라 -_- 아무도 미워하지 않아.",1
Davidson,7981,,그리고 중고품 매장에서 팔지 않은 품목은 어디로 갈 것 같습니까? 쓰레기. 우리가 말할 때 쓰레기 더미에 있는 모든 훌륭한 게임을 생각해 보십시오.:(,0
Davidson,7982,,"그리고 당신은 암캐 .. 당신이 나를 사랑한다고 말할 때조차, 당신은 암캐. 캐롤라인처럼 도랑에 빠지길 바랍니다.",1
Davidson,7983,,"그리고 새끼를 입양했어? 나는 그들이 너를 죽일 것이라고 주장하는 ""정신병""이 어떤 종류인지는 신경 쓰지 않아",1
Davidson,7984,,그리고 당신은 우리가 다운의 반대라는 것을 알고 있습니다. 우리는 업 http://t.co/qkFYwnFZqu,1
Davidson,7986,,"그리고 당신은 암캐 RT @FuckingPatBro: @Thotcho 당신은 알다시피 작은 빌어 먹을 벌레입니다,",1
Davidson,7987,,천사 그만 rting 그 fugly 계집,1
Davidson,7988,,앵글로색슨족 마이크 오즈,0
Davidson,7989,,"발목 &#128128;&#128514;""@Saina_faal: ""@martian_Mulah: 긴 직조 후드 암캐는 최악의 것"" 그들의 잿빛 발목에 닿는 직조 &#128567;""",1
Davidson,7990,,애니.. 이 미친년아&#128514;&#128514;&#128514;,1
Davidson,7991,,Annnnd 당신은 제방입니다. ✋,1
Davidson,7992,,성가신 소리를 지르는 옆집이 문을 닫았습니다.,0
Davidson,7993,,다른 나쁜 계집 씨발 그녀의 용 a hour 다른 cigarette 다른 nut 다른 샤워,1
Davidson,7994,,"또 다른 최고점은 헝가리인이 나를 ""치트 씨발"", ""치트 음모""라고 불렀다는 점이다.",1
Davidson,7995,,또 다른 긴 아침 smh ... 신에게 감사합니다.,1
Davidson,7996,,지하디 서클의 또 다른 주요 발전: 하드코어 지하디 이론가인 Al Maqdisi는 구호 및 구호 활동가의 석방을 특별히 요청합니다.,0
Davidson,7997,,"다른 놈의 괭이는 또 다른 놈의 문제야.
@JoseGuapo가 히트했습니다.",1
Davidson,7998,,@nikaaaa3 의 Yankee 트윗을 모두 리트윗하는 또 다른 시즌! &#128514;&#128514;&#128514;&#128514;,0
Davidson,7999,,"다른 여자가 나를 계속 오지 않을거야. 자기야, 이 년들은 네게 아무것도 가지고 있지 않아",1
Davidson,8000,,금요일에 등장하는 년들은 링에서 나온 년처럼 보이는 놈들이 있어 내가 얼굴을 똑바로 쳐.,1
Davidson,8001,,"어떤 멋진 놈이나 예쁜 여자는 사람들의 관심을 끌게 될 것입니다.. 너희들은 ""너는 미쳤어"" 젠장으로 자라야 해..",1
Davidson,8002,,"성형 수술을 고려하는 남자도 게이 게이 게이라고 상상해봐 ""이 새 입술을 얻은 후에는 너보다 더 많은 년을 얻을거야""라고 말할 것입니다. &#128514;&#128514;&#128514;",1
Davidson,8003,,모든 nicca gettin it n da 엉덩이는 호모입니다! “@CruellaDeTrill: 어때요? 이 트위터 로직을 설명해주세요. 혼란스러워요. &#128553; @Im_Yung_Jay @YuTwatching”,1
Davidson,8004,,어떤 이유에서든 남의 일을 공개하는 사람은 개년입니다.,1
Davidson,8005,,센터빌에 있는 임신한 년들에 대해 다음에 이사할 때 알아야 할 사항... — Idk.. 나는 cville에 가지 않습니다. http://t.co/Hq4Q6zfwjh,1
Davidson,8006,,내가 가진 모든 여자는 다시 얻을 수 있습니다!,1
Davidson,8007,,"인구 통계를 다루지 않고 법률만 있는 ZOG에 대한 솔루션은 솔루션이 아닙니다.
#NorthwestImperative
http://t.co/Vhy5s2apCn",0
Davidson,8008,,$$$가 있는 곳이면 어디든지...,1
Davidson,8010,,절대적으로 놀랍고 맛있고 신선한 완벽한 원숭이 빵을 원하는 사람이 있습니까? &#128586;&#128584;,0
Davidson,8011,,"누구나 자신의 모의 초안에 대한 생각을 공유하고 싶습니까? 농담이야. 더러운 입 다물어, 이 새끼들아.",1
Davidson,8012,,계약직으로 미국에 온 사람은 백인 쓰레기다.,1
Davidson,8013,,누군가가 우스꽝스러운 소리를 듣고 싶다고 말할 때마다 그것은 쓰레기가 될 것입니다.,1
Davidson,8014,,아파치의 30MM 탄환은 지하디를 토마토 수프로 바꿔줍니다 @MarkRothschild1 @Rockprincess818 @NoFear3136 @Lanna70115,1
Davidson,8015,,내 행동에 대해 미리 사과하고 나는 공부할 때 가장 큰 개입니다 &#128522;&#128299;,1
Davidson,8016,,"캘리포니아주 Imperial의 Apolonia Gardner는 도요새를 닮은 새인 ""phalarope""의 철자를 틀리게 썼습니다. 무서운 슈와! #철자 맞추기",0
Davidson,8017,,"명백하게 나는 나의 bday를 위해 땅딸막했다. 더 나쁜 bday 현재까지. ㅋㅋㅋ.
#다이어트타임",0
Davidson,8018,,분명히 나는 ​​홍키입니다. 훠훠훠훠 그건 나쁜 일처럼.,0
Davidson,8019,,분명히 CSGO에서 Nitro M4를 교환하고 싶지 않은 것은 당신을 엄청난 놈으로 만듭니다.,1
Davidson,8020,,"분명히, 요즘 누군가에게 좋은 말을 하는 것은 당신이 그들을 포커로 붙이려고 한다는 것을 의미합니다. 스스로를 이겨내세요.",1
Davidson,8021,,애플은 컬러 이모티콘을 추가해야 한다,0
Davidson,8022,,"사과 소스, 개년아.",1
Davidson,8023,,적절하게도 이 사람은 WV 노란색 Rick James를 얼굴에 쓰고 있습니다. @BarkingCarnival http://t.co/SGb9rYvdmb,0
Davidson,8024,,애완용 기니피그가 이 빌어먹을 타격으로 죽을 것입니까?,1
Davidson,8025,,불쌍한 기니피그가 죽었습니까? :(,0
Davidson,8026,,도널드 트럼프를 프레즈로 원한다고 하는 놈들입니까? 그 새끼는 진짜 미국의 투쟁을 이해하지 못한다 &#128514;,1
Davidson,8027,,당신은 독신이지만 당신의 여자는 관계에 있습니까?,1
Davidson,8028,,"""모의 초안""이 지겹습니까? 그냥 해보자: 만약 Clowney가 1순위가 아니라면, 누가 1라운드가 ""혼돈""이 될 것이라고 생각할까? #쇼오브핸즈",0
Davidson,8029,,이 작은 국경 점퍼는 학교에 있어야하지 않습니까?,0
Davidson,8030,,화해를 주장합니다. 내 눈에 지체된 이별과 재회를 위해,1
Davidson,8031,,엉덩이가 붙은 년을 두고 말다툼,1
Davidson,8032,,섹스를 좋아하는 못생긴 년처럼 Arod,1
Davidson,8033,,아로즈 콘 폴로,0
Davidson,8034,,Arturo는 계속 나를 게토라고 부른다 &#128532;,1
Davidson,8035,,"Chanice가 말했듯이, 나는 Coons가 Moet을 마시고 Belaire로 이동한다는 것을 깨달았습니다. all yuh 느낌 all yuh so fancy with all yuh $30 샴페인 eh",0
Davidson,8036,,이번 시즌에 나에게 부엌에 가라고 말하는 남자가 그의 엄마에게 말할 수 있기 전에 내가 트윗한 것처럼 아버지는 아마도 왼쪽으로 가지 않을 것입니다.,1
Davidson,8037,,여자 친구로서 나는 남자 친구 친구와 절대 가까워지지 않습니다. 왜냐하면 그들은 나에게 한 가지를 말하고 이 년들에게 다른 것을 말할 수 있기 때문입니다.,1
Davidson,8038,,"여자 친구로서, 당신은 괭이가 그의 얼굴에 모든 것을 드러냈다는 사실을 받아들여야 합니다. 하지만 남자친구로서, 그는 그들에게 썅년들에게 말을 더 잘 알렸다.",1
Davidson,8039,,남자로서 ... 당신이 여자로 살아간다면 나는 당신이 암캐처럼 느껴집니다. 그녀가 누군가에게 의존하지 않는 모든 것을 사게 하지,1
Davidson,8040,,Eli는 언제나처럼 그의 얼굴에 바보 같은 건초초 같은 표정을 하고 있습니다 자이언츠 팬들은 yaselves를 죽이고 그것은 될 것입니다 ... http://t.co/JcYZzMKCfu,1
Davidson,8041,,같은 팀의 퍼시 하빈과 페이튼의 사운드만큼 좋은 소리를 ... 너무 지체된 lmao,1
Davidson,8042,,마치 Bacc를 나에게 가져오지 않는 것처럼 &#128514;&#128557; 빌어먹을 정신을 가다듬어,1
Davidson,8043,,내가 munchies를 얻을 때 당신이 나에게 보지를 먹인 한 &#128586;,1
Davidson,8044,,오늘부터 나는 사랑을 보여주지 않거나 일시적인 사람들이 필요하지 않은 암캐 / niggas에서 muthafuckas를 잘라냅니다.,1
Davidson,8045,,민주당원이 기회를 잡자마자? 정치적 해킹 #foxnews는 볼튼 LMAO와 함께 상업화되고 다시 돌아옵니다 #teabaggers #benghazi,0
Davidson,8046,,개년이 젠장 달콤한 생각을하자마자 .... 그들이 요구 한 것을 그들에게 줘!,1
Davidson,8047,,암캐들이 올라오자 마자 여러분은 올 때까지 ppl에게 여러분의 몰락을 알리기 위해 기다릴 수 없는 한 암캐를 얻었습니다. #헤이터즈,1
Davidson,8048,,우리가 이라크를 떠나자 마자 이 모든 수건 머리는 그들이 빌어먹을 바지선에 끼어들어 우리가 설정하기 위해 열심히 일한 것을 인수할 수 있다고 생각합니다. 날 화나게.,1
Davidson,8049,,Asha는 내 머리 속에서 이 년들과 섹스하라고 말하는 작은 목소리를 가졌습니다. 켄드라가 아니었어 &#128524;,1
Davidson,8050,,내 계집 아샤 &#128553;&#128076;,1
Davidson,8051,,2014년에 암캐에게 은과 금보다 예수를 갖고 싶은지 물어보십시오. 그녀는 거짓말을 하고 있습니다.,1
Davidson,8052,,길거리에 물어봐 개년아 Jay,1
Davidson,8053,,우리가 이 비용을 어떻게 지불해야 하는지 주지사에게 물어보십시오. 전형적인 #티버거 마인드. 정부는 우리가 필요로 할 때까지 사악합니다 LOL #morningjoe,0
Davidson,8054,,그 여자에게 언제 그녀가 젊은 놈이 그 엉덩이를 폭발하게 했는지 물어봐,1
Davidson,8055,,니 여자에게 그녀가 도리로 변하는 나에 대해 물어봐. &#128032;,1
Davidson,8056,,"6시 0분? 행운을 빕니다 Nh nh RT @UnnagroundKing: 저는 6'0, 150입니다. 당신들 중 하나는 나와 함께 번식하는 것이 좋습니다. 운동선수를 줄 수 있습니다.",1
Davidson,8057,,"던킨 도너츠에서 누군가가 들어올 때마다 나는 래칫이나 괭이를 외쳤고 나와 내 동생은 쫓겨났습니다. ""&#128514;&#128514;",1
Davidson,8058,,힘든 삶의 결정을 내려야 하는 시점에. KD VI의 아이스 블랙 반투명 솔 또는 솔리드 블랙 솔. Blk 또는 주황색 에어백,0
Davidson,8059,,내 모든 리츠 크래커. 더 이상 나 자신을 어떻게 해야할지 모르겠다.,0
Davidson,8060,,적어도 나는 충실한 암캐입니다 &#128524;,1
Davidson,8061,,고양이 라운지에서 내 girlz @blaqdior 및 @hpmiss와 함께 죽여요,0
Davidson,8062,,MLK 행진에서 남자를 찾으려고 우리는 U를 본다,1
Davidson,8063,,멕시칸 세탁소에서 덴나 괭이가 꽉 차 있어,1
Davidson,8064,,"내 삼촌과 함께 하는 바에서, 이 새끼는 우리를 싸움에 휘말리지 않기를 바라면서 빛이 바랬어",1
Davidson,8065,,sam이 있는 의사에서 sam은 그런 음부를 면봉을 코에 넣어야했고 그녀는 방금 울기 시작했습니다 -_- @SamRomero95,1
Davidson,8066,,하루가 끝나면 선배들은 여전히 ​​​​서쪽에서 온 신선한 보지를 좋아합니다.,1
Davidson,8067,,이 속도로라면 나는 세인트루이스 카디널스보다 끔찍한 뉴욕 양키스를 응원할 것이다.,0
Davidson,8068,,직장에 있지만 월마트에서 판매 중인 15피트에 떠 있고 싶었습니다. 남편이 지난 주말 이후로 청소하지 않았을 것입니다.,0
Davidson,8069,,수신기가 정말 빠르거나 통과 범위가 쓰레기입니까?,0
Davidson,8070,,모두 주목하세요. @JordanWright23이 내 무릎을 모터보트했습니다. 누군가 이 jiggaboo 물을 좀 가져와. 그녀는 #목마르다.,1
Davidson,8071,,오번 괭이,1
Davidson,8072,,오디오: 해피 발렌타인 데이 암캐. 이제 누워있는 동안 이것을 재생하십시오. http://t.co/x70OTlH3,1
Davidson,8073,,아우구스트 알시나 : 게토 &#128158;,1
Davidson,8074,,Austin은 재미있는 녀석이다.,1
Davidson,8076,,"자동 고침은 내 ""생활""을 괭이의 삶으로 바꿉니다. 무슨 오리.",1
Davidson,8077,,평균은 기본이고 기본은 쓰레기 &#128514;&#128514;,0
Davidson,8078,,"에이, 그 년 그녀는 열심히 .. 나에게 그것을 넣어 난 ""오 주님""... 아니 팬티, 베이비, 노 브라 !",1
Davidson,8079,,"앗 내가 끊고 화나게 했어? 그건 너무 나빠, 빌어먹을 속도 제한에 갔어야 했어 개년아",1
Davidson,8080,,Awk... U는 우리 종족의 조카/사촌을 좋아하지 않습니다. LMAO는 못생긴 년들을 망쳤습니다,1
Davidson,8081,,Awwwwww RT @Tyga: 그건 내 괭이가 아니야.,1
Davidson,8082,,으아아아아아아아아아아아아아아아아아아아아아아아아아!!!,1
Davidson,8083,,Ay cuh 그것의 HOT AF. Im finna go buy yo bitch 아이스크림 좀 사러 가자 . ㅋㅋㅋ,1
Davidson,8084,,"Ay 씨발 wieners, 술을 마시기 전에 식사하는 것을 잊지 말고 술을 마시는 동안 물을 마시고 또한 똥을 먹으러 가야한다는 것을 기억하십시오.",1
Davidson,8085,,Ay 덴버에서 만날 수 있는 좋은 바/클럽은 무엇인가요? 토요일 밤에 거기에 있어야합니다.,0
Davidson,8086,,당신은 Rich Gang 테이프를 들었습니까? 저 년 on Flame!!!&#128293;,1
Davidson,8087,,응 니카도 피곤해!,0
Davidson,8088,,"예, 여기 나쁜 년을 취하지 않으면 섹스할 수 없는 놈들이 많아요 smh #Preach",1
Davidson,8089,,Aye my NIGHA #YeaYouReadinDis... 가자 니 개년이 내 팀과 함께 하게 해줘 @TwinzNControl donjuuuan… http://t.co/qloMazph9A,1
Davidson,8090,,"예, 그 부분은 암캐를 너무 잘 대하는 것입니다 &#128514;",1
Davidson,8091,,"예, 우리 모두는 우리가 졌다면 누가 신경을 쓰는지 머리를 위로 올려야 합니다. 우리 모두는 최선을 다해 노력했습니다. -.-",1
Davidson,8092,,"Aye, 맥도날드에 냉동 딸기 레모네이드가 있어.. 이 년은 너무 젖어",1
Davidson,8093,,에이 괭이,1
Davidson,8094,,Ayo 나는 운전석에서 미니 심장 마비를 겪었습니다 ..north Philly와 폭죽은 섞이지 않습니다 &#128553;&#128553;&#128514;&#128514; 나는… http://t.co/o5v2E4LFtm,0
Davidson,8095,,Ayo twat boy I got new phone 내게 yo jack 지금 @Jay050709,1
Davidson,8096,,Ayo 도대체 왜 아무도 나를 이 niccas들에게 맞추지 않는 거지! @MigosATL ... #BetterLateThanNever,1
Davidson,8097,,요!! @theofficialeg10 차단을 해제하면 내가 어떻게 쓰레기 야 개새끼가 놀고 있는지 말할 수 있습니다 ....,1
Davidson,8098,,Ayy Carlton은 이제 빈민가 학교입니다 #SwitchedAtBirth,1
Davidson,8099,,"Ayy yo @Ray_Lakee my nigga @who__CHRISJONES 정신을 차리고, 개자식들이 숨을 쉬지 못하게 합니다.",1
Davidson,8100,,Ayyyyy 오늘 밤 무료 슬러피를 홀짝이며 Front Bottoms를 보고 있습니다. 나는 행복한 조개입니다.,0
Davidson,8101,,"기본적으로 #GOP, #ROMNEY, 우익 반동, drudgies, teabaggers, 자유주의는 모두 우리 교육 시스템과 교사를 싫어합니다.",0
Davidson,8102,,BC 년들,1
Davidson,8103,,"BF: 애완동물 보험이 필요하다고 생각합니다. GF: LMAO, 왜, 무엇을 위해? BF: 매일 당신의 음부를 파괴하고 있기 때문입니다.",1
Davidson,8104,,암캐!!! RT @jla_b: 정치적으로 올바른 대응을 할 자격이 있다고 생각하지 마세요... 개년아,1
Davidson,8105,,숨 쉬다! RT @thaELLEword_: 숨을 내쉬지 않으면 자살할 것입니다! RT @BrokeHomieLyn: 이 년들을 죽여라 http://t.co/QZc87drA9a”,1
Davidson,8106,,"HOS 전에 형제! ... 그리고 거기에 나는 내 형제들과 함께 있었고, 어떤 여자도 없었습니다.",1
Davidson,8107,,"BRUH lmaoo ""@NoBeeetch: 년들이 끔찍했는데 계속 먹었어요 ""@roblockk: 도대체 이게 어떻게 된 거죠? http://t.co/G9w10SmQdr""”",1
Davidson,8108,,브루!! RT @coldheart9_: 저 못생긴 년들이 깜둥이가 오만하다고...,1
Davidson,8109,,자기야 내가 그 음부를 자주 만들 수 있습니다.,1
Davidson,8110,,"자기야 난 그 여자를 비로 만들 수 있어, 자주",1
Davidson,8111,,자기야 난 그 음부를 비로 만들 수 있어... 자주,1
Davidson,8112,,"자기야, ""칭... 쭝 팅 오 롱...."" 처럼 부드럽게 베트남어를 속삭여줄게",0
Davidson,8113,,자기야 니 보지가 너무 텅텅 비어있어....,1
Davidson,8114,,"자기야 신음소리야, 내가 존나 했어 &#128553; 내 옆에 이 년을 원해, 엑스터시 같은 고양이 &#128166; .",1
Davidson,8115,,아기 고양이는 당신의 유일한 허슬이 될 수 없습니다. Naomi Russell만큼 나쁘지 않다면.많은 사람들이 돈을 벌었다는 뜻입니다.그래서 기본적으로 Russell은 Russell이 아닙니다.,1
Davidson,8116,,보석금이 필요한 Baby Daddy는 그녀가 갔을 때 정말 많은 이야기를 나누었지만 그 년은 성공했다고 맹세해,1
Davidson,8117,,Back #InHighSchool 저와 @NTGOnline은 우리 옷을 훔치려고 하는 뻣뻣한 년들과 싸워야 했습니다.,1
Davidson,8118,,미국에 돌아와서 나는 다시 평범한 년이 되었습니다.,1
Davidson,8119,,다시 이 새끼로....,1
Davidson,8120,,백도어가 열려 있습니다: 그 년들이 당신이 엉덩이에 섹스를 하게 할 것입니다. 일반적으로 추가 요금에 귀하가 동의한 요금이 추가됩니다.,1
Davidson,8121,,"나쁜 아시아 년, 그래 그녀는 Kemora와 똑같이 생겼어",1
Davidson,8122,,나쁜 년이 당신을 1등으로 경쟁합니다 &#128175; http://t.co/c1cPZMzEQR,1
Davidson,8123,,"나쁜 년은 좋은 머리를 줘, 멍청한 년은 부자가 돼",1
Davidson,8124,,나쁜 년 좋은 머리 나는 그녀가 아 골키퍼라고 생각합니다!,1
Davidson,8125,,나쁜년 http://t.co/XSpkccaypi,1
Davidson,8126,,"내 라인에 있는 나쁜 년, 나에게 두뇌를 주려고 해",1
Davidson,8127,,나쁜 계집 고양이 aquafina 전화 그녀의 Crystalina,1
Davidson,8128,,"몰리를 파는 나쁜년, 하나 가져가도 되겠지",1
Davidson,8129,,"나와 함께 하는 나쁜 년, 그녀의 엉덩이가 뚱뚱하다는 걸 너도 알잖아",1
Davidson,8130,,"나쁜년아, 가슴을 내밀어......Miss Righteous가 계속 소외되는 이유가 궁금하지 않아",1
Davidson,8131,,나쁜 년들은 싸지 않다,1
Davidson,8132,,나쁜 암캐는 싼 값이 아니라 파산하면 그녀를 통과하는 것이 좋습니다 !!,1
Davidson,8133,,나쁜 년들 좋은 대마초,1
Davidson,8134,,나쁜 년들과 좋은 대마초,1
Davidson,8135,,나쁜 년들은 모두 나에게 .. 음부 외에 무엇을 제공할 수 있습니까?! &#128175;✖️&#128175;,1
Davidson,8136,,도처에 나쁜 년들,1
Davidson,8137,,"Oakland의 나쁜 년들, 그녀는 모델이 될 수 있어",1
Davidson,8138,,나쁜 년들은 파산한 놈들을 싫어한다.,1
Davidson,8139,,더러운 집의 나쁜 년들 <<<,1
Davidson,8140,,펜 안의 나쁜 년들은 내 발가락을 말리게 해,1
Davidson,8141,,내가 좋아하는 건 나쁜 년들뿐이야,1
Davidson,8142,,내가 좋아하는 건 나쁜 년들뿐이야,1
Davidson,8143,,내가 좋아하는 건 나쁜 년들 뿐이야!!!!!! #BBLU 이번주 토요일 #BBLU #스웨이드라운지 #RICHGIRLS,1
Davidson,8144,,내가 좋아하는 건 나쁜 년들뿐이야,1
Davidson,8145,,나쁜 년들만 좋아하는거야,1
Davidson,8146,,나쁜년들만,1
Davidson,8147,,나쁜년들만... http://t.co/ceyb1b3rF0,1
Davidson,8148,,"캠프에 나쁜 피가 흐르고 있고, 한판 승부라면 내가 존중하지 않는다는 걸 알아둬",1
Davidson,8149,,"나쁜 년들은 그들을 보내.. 기본적인 년들은 그들을 버려, Waffle House도 얻을 수 없다.. 싫어하는 놈들은 그들을 밖으로 분필로 관을 꺼내",1
