Dataset,Id,Context,Comment,Target,abuse
AbuseEval,42884,,@USER 저도 끝입니다. 소문에 기반한 의도적인 11시간 공격이며 조사를 원하십니까? 그녀가 말한 것 외에 그들이 무엇을 찾을 것이라고 생각합니까? Feinstein은 그녀가 이것에 앉아 있다고 인정했으며 여기에서 당신은 늪에 발을 들일 준비가 되었습니다.,0,NOTABU
AbuseEval,92630,,@USER 지금 당신은 나를 놀리고 있습니다.,0,NOTABU
AbuseEval,53327,,@USER @USER 저에게는 KKK 후드가 전혀 모르는 낯선 사람을 때리면서 진보적인 ANTIFA처럼 돌아다니지 않는 4명의 위대한 아들과 4명의 위대한 형제가 있습니다. 나는 가장 폭력적인 민주주의 정당에 절대 속하지 않을 용감한 사람들의 해에 가겠습니다!,0,NOTABU
AbuseEval,16082,,@USER @USER 총기 규제 방지 장치가 왜 사람들에게 책임을 물을 것인지 설명해 주시겠습니까?,0,NOTABU
AbuseEval,61704,,"@USER Lol 좋아, 이건 조심스러워야 하니까 😂",0,NOTABU
AbuseEval,92483,,@USER 구티에레즈는 이것이 민주당원을 위한 11월 중간선거의 블루 웨이브에 도움이 될 것이라고 생각하지 않습니다... 그런데 구티에레즈는 지난 달에 자신의 생일에 로베르토 클레멘스를 기리기 위해 시간을 냈나요? 그를 구티에레즈를 기억하십니까?,0,NOTABU
AbuseEval,72886,,@USER 얼마나 친해졌는지 믿겨지지가 않네요... 감사합니다.,0,NOTABU
AbuseEval,61039,,@USER 당신의 pappy는 큰 뚱뚱한 바보입니다. 민주당원은 그를 나쁘게 만들 필요가 없습니다.,1,EXP
AbuseEval,60393,,@USER 입이 한쪽으로 쏠리면서 엉뚱발랄하고 싫다.,1,EXP
AbuseEval,14289,,@USER 예 자유주의 대 진보 이것은 정말 멍청한 농담이어야합니다.,0,NOTABU
AbuseEval,88788,,@USER 나쁜 새끼*,0,NOTABU
AbuseEval,69466,,@USER Mann 난 너같은 꼴통이 아니야 😭😆🤷🏽‍♂️,0,NOTABU
AbuseEval,46601,,@USER 죽어라 개년아,1,EXP
AbuseEval,48427,,@USER @USER 딱히 보여줄게 없는 쇼보트입니다.,0,NOTABU
AbuseEval,48900,,@USER님 놀라지 마세요. 일리노이주 재정난을 해결하기 위해서는 재정적 보수주의자들이 더 필요합니다.,0,NOTABU
AbuseEval,49239,,"@USER 보수주의자인 우리는 트랜스포비아와의 싸움에 동참해야 합니다."" -National Review, 2020""",0,NOTABU
AbuseEval,94383,,@USER @USER @USER @USER @USER @USER @USER @USER 얼마나 맹목적으로 무지합니까. 당신이 부족한 깊은 생각을 가진 부끄러운 사람들은 투표 할 수 있습니다,1,EXP
AbuseEval,34028,,@USER 위더피플 #MAGA #우승 URL,0,NOTABU
AbuseEval,70274,,(따라서 당신이 아는 젊은 보수주의자들은 또한 불사조 기사단과 해리의 십대 불안에 대한 너무 많은 페이지를 통해 권력에 초점을 맞춘 적이 없는 사람들이기도 합니다.),0,NOTABU
AbuseEval,65093,,@USER @USER @USER @USER @USER 이런 젠장,0,NOTABU
AbuseEval,95254,,@USER님은 계속해서 순위가 ​​급락하고 있습니다. 지난해보다 41% 감소했다. 그들의 청중은 엄마 지하실에 사는 자유분방한 사람들로 구성되어 있습니다. URL,0,NOTABU
AbuseEval,62553,,작은 히피족 Beano에 대한 지원 때문에 그를 그만둔 이전 팬들에 대한 Willie의 상처스러운 반응. #MAGA @USER URL,0,NOTABU
AbuseEval,93475,,@USER #MAGA는 그런 걸 좋아하지 않을 거예요,0,NOTABU
AbuseEval,73149,,@USER @USER 의심의 여지가 없습니다!,0,NOTABU
AbuseEval,48315,,@USER 이런 일을 겪게 해서 죄송합니다.,0,NOTABU
AbuseEval,53176,,@USER 여기 좌파의 문제가 있습니다....그들은 문제에 대해 지적인 토론을 할 수 없습니다. 요점을 증명하고 싶습니까? Norm을 켜고 그의 의견에 대해 질문하고 그의 의견을 반박할 요점을 확보하십시오. 대신 좌파는 그를 침묵시켰다. 그들의 지능 부족을 보여줍니다.,1,IMP
AbuseEval,68512,,@USER 좋은 소식입니다! 나는 그녀가 곧 나아지기를 바랍니다!,0,NOTABU
AbuseEval,97758,,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Obvio #sinmaduroyo 😂😂🤪,0,NOTABU
AbuseEval,88321,,@USER @USER 알겠습니다. 우리 모두가 여기 NC에서 죽을 지경에 이르렀을 때 그가 너무 바빠서 자신에게 공을 돌리는 것이 저를 화나게 합니다. 나는 그를 믿지 않는다,0,NOTABU
AbuseEval,54947,,@USER 세상에 그녀는,0,NOTABU
AbuseEval,28642,,"@USER 자, @USER님",0,NOTABU
AbuseEval,40384,,@USER @USER BBC가 @USER의 선전 기계라는 점은 여러분 모두가 알고 있는 Brexit에 대한 답은 기업과 기업에 의해 크고 분명한 재앙이지만 TORIES의 입에는 평화가 있다는 것입니다.,0,NOTABU
AbuseEval,88394,,@USER @USER @USER 캐롤이 좋아요 웃기네요 😂😂,0,NOTABU
AbuseEval,37125,,"@USER @USER 다시 한 번, 대명사 we'를 멀리하십시오. 당신은 개인입니다. Btw, 나는 그/남성을 정당화하지 않습니다... 나는 당신에게 여기에서 안전하게 지내라고 말하고 있습니다. ✌✌""",0,NOTABU
AbuseEval,17635,,@USER 권위주의라는 특별한 브랜드에 대해 Antifa에게 감사드립니다. Akkad의 Sargon을 보세요.,0,NOTABU
AbuseEval,80221,,@USER 보수적인 입장을 고수하세요.😎,0,NOTABU
AbuseEval,28428,,@USER 그녀는 사악합니다! 그녀를 감히.,1,EXP
AbuseEval,82183,,@USER 그것은 대에 관한 모든 것입니다 ☝자유주의자들보다 더 바보가 있다고 생각하십시오.,1,IMP
AbuseEval,34074,,@USER @USER URL 당신은 나보다 DJT를 더 사랑해야 합니다😂😂😂😂 당신은 그에게 집착하고 있습니다.,0,NOTABU
AbuseEval,30333,,@USER 그녀가 무례하고 노골적으로 무례하다는 사실은 그녀의 상황과 관련이 없습니다🤪,1,EXP
AbuseEval,78559,,@USER @USER @USER 철회합니다. 트럼프는 선택할 수 있는 보수적인 사람들의 전체 목록을 가지고 있습니다.,0,NOTABU
AbuseEval,84950,,@USER @USER @USER @USER 네. 예 그는입니다!,0,NOTABU
AbuseEval,59802,,@USER Brennan은 확실히 그렇습니다.,0,NOTABU
AbuseEval,21112,,@USER 정말 슬프게도 우리는 총기 규제 노숙자들에게 그 아이들을 부모 2로 돌려보내는 것에 대해 이야기하고 있는 것이 너무 슬퍼요. 하지만 이것이 전부입니다. 여러 가지 방법으로 URL,0,NOTABU
AbuseEval,29229,,@USER @USER @USER @USER 당신이 그가 웃기다고 생각하지 않는다고 해서 그가 쇼를 할 자격이 없거나 단지 그가 남자라는 것을 의미하지는 않습니다. 남성도 여성만큼 열심히 일합니다. 그는 1년 동안 사업을 했습니다. 전문가가 처리하도록 하십시오.,0,NOTABU
AbuseEval,21807,,@USER 그게 제가 트윗하는 이유에요!! 글쎄요 그리고 자유주의자들과 그들의 광기를 조롱하는 것!! 🙏🇺🇸❤️✝️❤️🇺🇸🙏 신이시여!!! 🙏❤️✝️✝️❤️🙏,1,IMP
AbuseEval,75998,,@USER @USER 총기규제법에 집중하고 국경장벽에 집중하고 멕시코에서 돈을 받자,0,NOTABU
AbuseEval,16449,,@USER 맞아요.... 이름이 좀 이상하긴 하지만. 그것도 그 위치에서.,0,NOTABU
AbuseEval,69454,,@USER Lebron이 엉덩이를 먹기 때문에 이제 URL을 입력해야 합니다.,0,NOTABU
AbuseEval,92044,,@USER 그가 확인을 받고 있기 때문에 아무도 신경 쓰지 않습니다.,0,NOTABU
AbuseEval,25898,,@USER @USER @USER @USER 다른 진보주의자들의 압력으로 인해 마음이 바뀔 수도 있습니다. 그들의 목표는 최종 결과입니다. 그들은 거기에 도달하기 위해 무엇이 필요한지 상관하지 않습니다.,0,NOTABU
AbuseEval,49740,,@USER @USER는 자신을 유용하게 만들고 모래에 머리를 파묻습니다.,1,EXP
AbuseEval,21614,,@USER @USER 공무원이 일을 하지 않고 도둑질을 해서 사람이 죽지 않았습니다.,0,NOTABU
AbuseEval,24879,,@USER @USER @USER @USER 겁쟁이 답변 질문 사실이 아닌 내용을 @USER에 게시했습니다. 확고한 보수이자 친 이스라엘인 저는 @USER의 긍정적인 사실을 게시하여 보수적인 Trudeau가 보수와 이스라엘을 공격하는 것을 돕는 캐나다 언론에 맞서고 있습니다. 당신은 무지하거나 거짓말쟁이입니다.,1,EXP
AbuseEval,20137,,"@USER @USER 어젯밤 제 6살 딸 오드리가 다리 아래쪽 뼈를 모두 부러뜨렸습니다. 당신은 그녀의 가장 큰 영웅입니다! 그녀는 항상 피닉스에서 여러분을 만나는 것에 대해 이야기합니다. 그녀가 ""잘 나간다""라는 말을 들을 수 있는 기회가 있다면",0,NOTABU
AbuseEval,48675,,@USER Pop QUIZ #MAGA 새로운 Antifa #민주당은 다음과 같습니다.,0,NOTABU
AbuseEval,66191,,@USER @USER Crazy Frog는 안티파입니다.,0,NOTABU
AbuseEval,58379,,@USER 누구에게 들었습니까? 당신과 당신의 거짓말하는 질투하는 친구들???,1,IMP
AbuseEval,72081,,@USER @USER @USER 여기 총기 통제는 위헌이므로 2A는 범위를 낮추려는 우리 저격수를 보호합니다.,0,NOTABU
AbuseEval,70729,,@USER LMAO 어제 사람들이 너무 헛소리를 했습니다. 어떤 코멘트 마블 스탠 트위터? Mo는 Thanos 농담이나... URL을 남용했습니다.,0,NOTABU
AbuseEval,17427,,@USER님은 분명히 손상되었습니다. 그는 위헌 행위를 지지하고 있습니다. URL,0,NOTABU
AbuseEval,66257,,@USER 그 여성은 Kavanaugh가 점심값을 훔쳤다고 비난하지 않습니다. 그녀는 그를 폭행 혐의로 기소하고 있다. 그는 책임을 져야 합니다.,0,NOTABU
AbuseEval,55959,,krav maga 대신 합기도를 시도해야 합니까? 🤔🤔 #합기도 #kravmaga,0,NOTABU
AbuseEval,25854,,증거 기반 #CDC #CDC7words #BannedWords #Orwell #doubleplusgoodspeak #MAGA #TrumpHasDementia,0,NOTABU
AbuseEval,42309,,"자유 사법 활동의 오늘 - 9월 17일"" URL #TCOT #MAGA #RedNationRising""",0,NOTABU
AbuseEval,41413,,@USER @USER @USER @USER @USER @USER @USER 나는 그가 신(작은 'g')과 같다는 착각이 없다고 장담할 수 있습니다.,0,NOTABU
AbuseEval,97694,,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Bush-Clinton Crime family를 파괴하지 않는다면 우리는 오바마처럼 더 많은 사람들과 마주하게 될 것입니다!!,1,IMP
AbuseEval,10637,,@USER 이슬람 세계의 안티파,0,NOTABU
AbuseEval,81991,,@USER @USER 하지만 우는 건 무의미한 일이라는 걸 알면서도 지독한 습기만 더해서... 😭,0,NOTABU
AbuseEval,39983,,@USER 당신은 혼자가 아닙니다,0,NOTABU
AbuseEval,76063,,@USER 그는 지옥에 갈 수 있습니다,0,NOTABU
AbuseEval,12812,,@USER 럭키 계집! 😂💀,0,NOTABU
AbuseEval,40221,,@USER 아마도 이 빌어먹을 나라에 약간의 합리적인 총기 규제가 있었다면 하루에 5가지가 없었을 것입니다.,0,NOTABU
AbuseEval,37799,,@USER Flake....이름이 좋습니다.,0,NOTABU
AbuseEval,48376,,@USER @USER 목록에서 비만도가 높습니다. 하지만 사람들은 여전히 ​​총기 규제 URL에 더 관심이 있습니다.,0,NOTABU
AbuseEval,15689,,"@USER 그냥 생각하세요. 그녀는 당신보다 한없이 재미있습니다. 분명히..ㅋㅋㅋㅋ"" 😮""",0,NOTABU
AbuseEval,41636,,@USER @USER 그녀는 그와 관련이 없습니다. 이상한 lmao,0,NOTABU
AbuseEval,62862,,@USER #ThanksTrump 이것은 '시작'입니다. 우리는 이 '숫자'를 0(영)으로 줄여야 하며 '모두'는 '테러리스트 성범죄자'가 아닌 이른바 '난민'이 '필요한' 것을 의미합니다 '싸우기' 위해 '비겁'을 멈추고 '고향'으로 '돌아가'야 합니다. #MAGA #난민은 환영하지 않습니다.,1,EXP
AbuseEval,81677,,@USER @USER 니 몫이 아니잖아 😂 보지들 좀 봐. 나는 동네 출신이고 여전히 N 단어를 말하지 않습니다. 왜냐하면 저는 조금 더 교육을 받았기 때문에 제 형제나 친구들을 설명할 다른 방법이 있습니다. 너무 많은 사람들이 확인되지 않은 채로 남아 있지만 나도 당신과 같은 마음입니다.,0,NOTABU
AbuseEval,13262,,@USER 오스트리아,0,NOTABU
AbuseEval,29954,,@USER 그는 최고 중 최고에게 말을 걸고 있습니다. 완전한 무례함 ~ 우리 법 집행 기관 Ice Agents 모든 최초 대응 요원 모든 인종과 종교의 중산층 및 상류층 반대 동의하지 않는 Mr #CreepyJoeBiden GRAVY TRAIN IS OVER PUNK! #JoeDontTouchSoMuch 바이든 더티 핸드 조,0,NOTABU
AbuseEval,17332,,@USER 대박 승리!! 나는 진정으로 미국인들이 좌파가 미국을 파괴하고 우리 나라를 의도하지 않은 것으로 바꾸려고 하는 일에 지쳐 죽을 지경이라고 믿습니다. 미국과 MAGA에 투표하러 가십시오! 트럼프 대통령이 우리나라를 믿고 약속을 지킨 것에 감사드립니다.,1,IMP
AbuseEval,78127,,@USER 아무도 투표하지 않았습니다... 하지만 이 우익 @USER는 그것을 전달하기 위해 필사적으로 보입니다!,0,NOTABU
AbuseEval,35201,,@USER @USER 당신은 정말 좋습니다 우리 진지합니다 OMG,0,NOTABU
AbuseEval,51869,,"@USER @USER 보수주의자들을 촌놈이라고 부르는군요...흠, 원래 그런 겁니다. 당신이 트윗한 ""가난한 촌놈""이 당신보다 수입이 많고 IQ가 4배 높다는 사실이 웃기네요. 유머가 형편없어요.",1,EXP
AbuseEval,71525,,@USER 내 동료는 직장에 병이 있습니다,0,NOTABU
AbuseEval,69259,,@USER nigga는 스트레치가 크다고 합니다 💀,0,NOTABU
AbuseEval,72493,,@USER는 정말 그것을 느끼기 위해 utara loghat에서 수행된 전체 엉덩이 란트 스레드가 필요합니다 하하,0,NOTABU
AbuseEval,60356,,@USER와 나머지 민주당원들은 Antifa와 그들의 Alinsky 전술을 좋아합니다. #DemocratsAreDangerous URL,0,NOTABU
AbuseEval,68699,,@USER 안녕하세요 엔젤 제 메시지로 귀찮게 해서 정말 죄송합니다. 너무 예뻐서 어쩔 수 없습니다. 이것은 당신을위한 것입니다 😍🌷🥀🌹💐,0,NOTABU
AbuseEval,50482,,"@USER @USER 스웨덴, 프랑스, ​​영국, 유럽이 변하고 있습니다. 유럽은 2050년까지 이슬람 대륙이 될 것입니다. YouTube 동영상 제목 MUSLIM DEMOGRAPHICS "" 를 시청하세요. 무슬림이 아니거나 이슬람을 사랑하지 않는 한 당신은 죽음을 두려워할 것입니다. 유념하세요. 저는 미국에서 아프리카인입니다.""",0,NOTABU
AbuseEval,66815,,@USER @USER @USER @USER 잠시 동안 나는 당신이 죽음에 대해 생각하는 줄 알았습니다.,0,NOTABU
AbuseEval,67447,,#meDIAtoo: 우리가 얼마나 도덕적인지 우리에게 알리고 싶어하는 자유당에 의해서만 보수당에서만 발생하는 선별적인 부패한 분노!!! URL,0,NOTABU
AbuseEval,40736,,@USER 하지만 캘리포니아에 총기 규제가 있다고 생각했습니다.,0,NOTABU
AbuseEval,22872,,.@USER는 OpenEd SIG의 회원이기도 하며 #CMALT #altc도 하고 있습니다.,0,NOTABU
AbuseEval,27957,,@USER 가짜. 저 사진은 경기가 시작되기 훨씬 전에 찍은 것입니다.,0,NOTABU
AbuseEval,49825,,"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER가 제대로 된 느낌을 받지는 못하지만 소란을 피우는 사람이 너무 적은 것 같아요."" 아직 영향을 받는 사람이 너무 적기 때문입니다. 정규직이지만 HB 또는 세금 공제를 청구하는 사람들을 포함하여 6백만 명이 될 때까지 기다리십시오.",0,NOTABU
AbuseEval,14223,,@USER @USER 러시아가 안티파를 이용해 흑색선전을 퍼뜨리고 있다는 사실을 고려하는 사람이 아무도 없나요??? 베를린 장벽을 기억하시나요???,1,IMP
AbuseEval,62842,,우리 사회에서 가장 가난하고 가장 취약한 것에 대한 .@사용자 적대적 환경은 계속 굴러가고 있습니다. #ChristianMorals 를 위해 너무 많이 응? 이 똥에 투표했다면 수치심에 머리를 숙이십시오. @USER #JC4PMNow #POVERTY #DisabilityRights URL,1,EXP
AbuseEval,69283,,@USER @USER @USER @USER @USER @USER #brexit @USER @USER @USER 체커 제안은 영국에 재앙입니다! #척체커 지금 ! URL,0,NOTABU
AbuseEval,89565,,@USER @USER @USER @USER 당신은 놀라운 주최자입니다 👏🏾,0,NOTABU
AbuseEval,14433,,"@USER @USER 젠은 진주를 착용하지 않습니다. 그리고 그녀가 '쥐고 있는' 것은 정의와 정의, 그리고 우리 모두가 이 끔찍한 순간에 우리보다 더 잘할 수 있다는 희망입니다.",0,NOTABU
AbuseEval,58398,,@USER 넘어지는 이야기. 그는 Belicick이 가서 그의 교활한 흰색 수신기 중 하나를 연구실에서 빼낼 때까지 1년 동안 좋은 돈입니다.,0,NOTABU
AbuseEval,77863,,@USER 불쌍한 독일인들...난민 폭력과 안티파 폭력이 있군요..게르마니스탄에서 살기 좋을 것 같습니다.,1,IMP
AbuseEval,86874,,"@USER @USER @USER 예, 총기를 금지하면 총기 살인이 중단되기 때문입니다. 또한 기록상 가장 낮은 수치에 가깝습니다. 그것이 아니라면 정확히 무엇을 증거로 간주할까요? 총기 규제가 모든 폭력을 막지 못한다면 실패한 것이라는 말씀입니까?",0,NOTABU
AbuseEval,31309,,@USER 아 젠장.,0,NOTABU
AbuseEval,83731,,@USER 아마도 맥도날드 커피에 오줌을 싸며 함께 썼을 것입니다.,0,NOTABU
AbuseEval,90866,,@USER Asia Argento에 대한 탭이 있는 사람이 있습니까? #저도 요,0,NOTABU
AbuseEval,91953,,@USER @USER 그녀는 당신과 섹스하려고 트롤링 중입니다. 당신 중 일부는 사소한 불일치에 대해 mfs coons를 빨리 부를 수 있기 때문입니다.,0,NOTABU
AbuseEval,98670,,@USER @USER 이제 @USER가 너무 싫어요. 그들은 전체 프랜차이즈를 망쳤습니다.,1,EXP
AbuseEval,11829,,"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER 총기 제어 ""총을 가진 자에게만 작동합니다 👊💥 모든 총을 가지고 있다면 가장 확실히 모든 통제권을 갖게 될 것입니다.""",0,NOTABU
AbuseEval,40614,,MAGA 친구들 모두 HAPPY #ConstitutionDay! 살기에 좋은 시간입니다.,0,NOTABU
AbuseEval,88903,,@USER 그는 자신의 많은 사업에 한 것처럼 미국을 파괴할 것입니다. 그는 중산층 이하의 아메리카에 관심을 갖고 미국인은 자신과 판매할 국가가 없어지기 전에 곧 빛을 볼 수 있는 상위 1%에게만 관심을 가집니다. 그들의 제품을,1,IMP
AbuseEval,29616,,@USER 이 사람 총기 규제 이야기는 어디에 있습니까? 당연히 2차 수정안을 믿으면 안되겠죠?!?!? 🤣,0,NOTABU
AbuseEval,69968,,@USER @USER 자유당과 보수당의 글로벌 충돌. 샤스트라타 스타일.,0,NOTABU
AbuseEval,19073,,"@USER @USER rae sis 화내지 마"" 트윗처럼 나를 슬픈 년이라고 부르고 올해 L6 기차에서 정말 충격을 받았다""",0,NOTABU
AbuseEval,24221,,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER 테러리스트 외에는 없습니다. #antifa #antifaA테러리스트,0,NOTABU
AbuseEval,60142,,@USER 정말 사랑합니다💞 그리고 오늘의 멋진 배우가 너무 자랑스럽습니다,0,NOTABU
AbuseEval,10420,,@USER @USER 그가 누락된 것은 수감자 번호뿐입니다.,1,IMP
AbuseEval,54025,,@USER 그리고 나는 당신이 대추 반대자라고 가정하겠습니다.,0,NOTABU
AbuseEval,29339,,@USER @USER @USER @USER @USER @USER @USER ...여기서 끔찍한 선례를 만들고 있습니다. 흥분한 십대 메이크업 세션은 이제 해석과 흐릿한 회상을 위해 열려 있습니다..?,0,NOTABU
AbuseEval,21861,,"@USER 이 플레이크가 아직 남지 않았나요? 어떻게 이 사람들이 증거도 없고 기억력이 억눌린 아저씨의 말에 감히 남자를 목매달아요."" 그녀를 고소하고 그녀는 빨리 입을 다물었다.""",0,NOTABU
AbuseEval,62826,,#meDIAtoo 자신들이 얼마나 도덕적인지 우리에게 알리고 싶어하는 보수주의자들만의 선택적 부패한 분노!!! Re: Kavanaugh와 그들과 맞설 다른 모든 REPUB!! URL,0,NOTABU
AbuseEval,59275,,@USER @USER @USER @USER @USER @USER @USER @USER 자신의 세계관을 합리화할 수 있는 유일한 방법은 그에 대한 논리를 사용하는 사람이 러시아 봇이라고 믿는 것뿐입니다. 자유주의자들은 자신의 신념과 (불)관용적인 의견에 반대하는 논리나 사실을 좋아하지 않습니다.,0,NOTABU
AbuseEval,14306,,"@USER 젠장, 헤드 기어가 켜져 있다는 것은 콘솔에 대한 PC가 아닌 ubi plz에 있습니다.",0,NOTABU
AbuseEval,27802,,@USER @USER #LiberalismCauses MentalRetardation 및 #Feminists가 미국 공화국의 암임을 추가로 증명,1,EXP
AbuseEval,43332,,8/ . 자유당은 캐버노를 잡아당기면 됩니다....다음 사람은 괜찮을 겁니다. 당신은 모두를 비방하고 그들을 강간범이라고 부를 것입니다. URL,0,NOTABU
AbuseEval,72498,,@USER 자유당은 엎지르지 않을 우유 때문에 울지 않을 것입니다.,0,NOTABU
AbuseEval,79232,,@USER 😂 그는 궁극의 장난꾸러기입니다,0,NOTABU
AbuseEval,86345,,@USER Eric은 자신이 어디에 있는지 알고 있습니까?,0,NOTABU
AbuseEval,64873,,"@사용자 주의! @USER님이 트럼프 지지자들로 구성된 ANTIFA TARGETS 명단을 공개하고 있습니다. 일부는 유명한 이름이지만 많은 사람들이 일상적인 트럼프 지지자입니다. 트위터에 신고해주세요. 그들은 여전히 ​​그의 계정을 정지하지 않았습니다. 그의 목록을 확인하십시오.""",0,NOTABU
AbuseEval,94554,,@USER 당신은 공산주의 국가 통제 신문입니다. #ANTIFA 가 보고 싶어할 것 같은. 그리고 당신의 나라는 당신의 지지에 반대하는 사람들을 처형합니다. 충분했다. 내 트위터 스트림에서 꺼져,1,IMP
AbuseEval,70231,,@USER @USER 저는 Antifa를 완벽하게 지원합니다. 나는 그들에게 돈을 준다. 백인 민족주의는 자랑스러운 다문화 사회에서 암과 같습니다. 불법이어야 합니다. 독일에 있습니다. 우리는 이 문제로 두 번의 전쟁을 겪었습니다. 백인 민족주의자들은 둘 다 잃었다. 이 토론을 마치겠습니다.,1,EXP
AbuseEval,20095,,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER 트럼프 대통령은 9시부터 20시까지 우리 휴대폰에 메시지를 게시할 것입니다. 인터넷 소셜 미디어 차단을 위한 준비.,0,NOTABU
AbuseEval,37572,,@USER @USER @USER @USER @USER @USER 그들은 할 수 없습니다. 그의 양. 그냥 가짜 뉴스를 따라하고 스스로를 KKK로 생각할 수있는 모든 사람을 넣어. 안티파 지망생,1,EXP
AbuseEval,14879,,@사용자 위선자!! 귀하는 총기 규제 및 어린이 보호에 대한 귀하의 지원에 대한 광고를 운영하고 있습니다. 진짜! U는 낙태를 지원합니다. 그거랑 총이랑 다른게 뭔가요? 둘 다 죽인다! @USER @USER @USER @USER @USER,1,IMP
AbuseEval,96898,,5:26 당신은 나의 늦은 밤 생각입니다.,0,NOTABU
AbuseEval,19675,,@USER 당신과 같은 자유주의자들은 결코 우리가 게으른 피해자가 되도록 설득하지 않을 것입니다. 하지만 계속 시도하십시오. 나는 당신의 아들에게 미안할 뿐입니다. 자기혐오와 희생양의 사고방식만 심어줄 누군가에게 키워야 한다.,1,IMP
AbuseEval,15989,,"@USER @USER 당신이 얼마나 절망적인지 더 이상 명확하게 만들 필요가 없습니다...당신의 교체""댓글은 당신의 편견과 외국인 혐오적 견해가 어디에서 비롯된 것인지에 대한 충분한 표시였습니다 ...""",0,NOTABU
AbuseEval,84092,,@USER First Man 영화는 NWO Globalist Left에 대한 정확한 은유입니다. 그들은 스스로 교육하지 않는 한 그들이 진실하다고 믿게 만들기에 충분합니다!,0,NOTABU
AbuseEval,76896,,@USER @USER ~ 나와 당신 아버지의 친구. 그래서 그녀는 안심하고 이야기할 수 있습니다.”,0,NOTABU
AbuseEval,77901,,@USER 당신은 말 그대로 너무 깨어 있고 섹시합니다,0,NOTABU
AbuseEval,57645,,"@USER님, 삼성 웹사이트에서 저를 거부하셨습니다. 신용을 위해 2번 나는 당신의 엉덩이 없이 당신의 전화를 살 수 있습니다 이것은 내 두 번째 전화일 것입니다 아마도 내가 iPhone을 싫어하지만 나는 iPhone을 살 것이므로 당신을 망칠 것입니다",1,EXP
AbuseEval,88582,,@USER @USER @USER 미디어 경력은 이렇게 작동합니다...사람들은 당신을 존경합니다. 사람들이 당신을 똥덩어리라고 생각한다면 멀리 가지 못할 것입니다.,0,NOTABU
AbuseEval,51900,,@USER 수치심 그녀는 그녀가 가진 전문성에 불과하고 모두가 판단하고 싶어합니다.,0,NOTABU
AbuseEval,60315,,@USER @USER 당신은 불명예입니다,1,EXP
AbuseEval,90051,,@USER @USER 그녀의 인생은 그녀의 선택입니다...당신의 결혼식에 누군가가 참석하고 싶지 않다면 왜 당신은 누군가를 원하겠습니까? 적어도 그녀 는 정직 하고 있습니다 .,0,NOTABU
AbuseEval,86357,,@USER @USER @USER @USER 안티파가 무슨 뜻인가요?,0,NOTABU
AbuseEval,87687,,.@USER Ronald Reagan 대통령의 장남—'보수주의자는 #NetNeutrality를 지지해야 합니다' URL에 대한 사례를 제시합니다. 민주당과 공화당 유권자의 80% 이상이 FCC의 폐지에 반대하는 이유는 당연합니다! 지금 의회에 전화하십시오: URL,0,NOTABU
AbuseEval,20523,,"@USER @USER 엄격한 총기 규제 법안과 살인 또는 강력 범죄율 사이에는 명확한 관계가 없습니다."" 흥미로운 표현입니다. 그리고 그 특정 질문에 대해 Swearer는 상관 관계를 반증하기 위해 압도적으로 국제적입니다.""",0,NOTABU
AbuseEval,32872,,"@USER @USER @USER @USER @USER @USER 연방 정책에 대한 비판을 얼마나 자주 보고 어떤 사람들은 보수와 진보를 모두 씁니다.""""",0,NOTABU
AbuseEval,35710,,@USER 부럽다,0,NOTABU
AbuseEval,70296,,@USER @USER 당신은 제정신이 아닙니다! Feinstinkle가 이 밴드를 유출시켰습니다! 그녀는 지난 달에 거짓말 탐지기 테스트를 하고 변호사를 고용했습니다! 그녀는 증거도 없이 35세의 판사를 범죄로 고발하고 있습니다! 증거도 없는 고발로 인생 망쳐,1,EXP
AbuseEval,94698,,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER 왜 우리가 브릿 안티파에 다시 참여하는 겁니까? 나는 길을 잃었다.,0,NOTABU
